errvel,t,vel
1.5169320899901673,0.3018332913903077,-2.0268959864880713
1.8093234518485366,1.6282945305233665,5.397781469112163
1.6088402200556242,2.7170689290033967,6.638722256664391
1.6514203990078435,5.234662715654159,1.7608532636086631
2.3178834541439954,7.558367677165245,-0.9825008786055047
1.884519313853117,7.637956262477818,2.578371325691153
2.096676407162955,15.745438284953261,0.4932604985678162
1.3595101481064633,17.240840823177585,-1.1044792273378272
1.6128692005363012,17.557049357708475,-5.4884038711690994
2.258338134397598,19.023329412748257,-1.6579679501909614
3.201003354636039,22.099017606515158,3.710371112062961
2.4288025124722656,24.35531960299635,4.16365579762484
2.312834825016494,24.83674697447781,0.7936368211110829
1.4783056367310283,25.582480467874056,2.09198821684455
1.823777028018851,28.98335168974309,5.0822944842159234
1.9167847966873044,31.851031252166095,0.36046207080714343
2.310940669790291,33.077625785048504,-4.243150815955926
2.489935430462479,34.647384272726654,0.3616431375466338
2.0529088869504686,36.78675101598533,-3.066643191274086
2.675951699624883,36.82269897888214,-5.141282889086788
1.626681494021815,42.69326577890127,-4.19026243319888
2.4840466791428066,45.32351151015528,0.16245707742140209
2.694926725421954,49.690599347973084,5.072198867582022
1.9477677501188186,50.595385994052144,3.325121519701844
2.474956636698898,50.957417682607634,5.473391950189795
2.393115356753156,60.724733240663554,-2.089313562643659
1.7939283074199894,62.54396975397425,-2.1738042691150974
2.3168003115980076,62.84880279634345,-4.2183722431135635
1.9520816733880089,63.14681099676919,-6.145031045354752
2.0025532243311988,66.69329720992737,-3.3913888991328767
1.5348786208290701,67.07916396402658,-2.5334713778533007
2.0310091615061943,70.5385147072962,3.6759703877993104
1.677940637329388,71.43144011742572,3.3494478229745175
2.2510035890140276,72.0993194423668,-2.7775190819072146
1.9242060770587193,75.59301240553903,6.15541832820261
2.3891609448589923,75.60278552017589,0.8819306645661551
1.8553093553834419,75.69715343202647,-0.18910983877058163
2.558101348390398,77.2264604583266,1.7152629560515855
2.1971657502101714,79.32000303824756,-1.8870464104509517
1.8377970975907871,80.052262935144,2.553242466737695
2.3270345906097814,80.17665645397479,2.5102841213603995
2.082875696252939,80.72384566638735,1.0185205266970019
1.3280313877824779,81.09770928342111,4.174883697163898
1.3355181547581303,81.49904961771325,3.0403479709994787
1.3328642305240703,82.1534106617283,-2.543102894999011
2.1052496229885254,84.82192365056271,-0.0525039278140611
2.6119952054415787,88.48634485818174,-2.6190136729661537
1.9067161366695793,90.63776530986742,-4.268970904105826
1.4172032277024584,96.65773099807392,3.0517509990020955
1.8781803810767217,97.52406226663327,1.5568415770965351
